file,filename,section,domain,split,label,rms,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0154_strength_1_ambient.wav,section_00_source_train_normal_0154_strength_1_ambient.wav,00,source,train,normal,0.014789742417633533,0.15103490664936103,2223.2935455796487,2275.0910645280264,5403.579273162939,0.0731886550784111
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0977_strenght_1_big_ambient.wav,section_01_source_train_normal_0977_strenght_1_big_ambient.wav,01,source,train,normal,0.02044651098549366,0.13238349890175719,1759.8736741601563,1584.0540943736994,3212.909345047923,0.03663213923573494
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0801_strenght_1_big_ambient.wav,section_01_source_train_normal_0801_strenght_1_big_ambient.wav,01,source,train,normal,0.020534159615635872,0.10785243610223642,1676.5376146858962,1807.257265700904,3698.2827476038337,0.04700981080532074
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0894_strength_1_ambient.wav,section_00_source_train_normal_0894_strength_1_ambient.wav,00,source,train,normal,0.01474117860198021,0.14759665784744408,2288.382179982263,2333.821008618689,5577.625798722045,0.07314115017652512
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0750_strenght_1_ambient.wav,section_02_source_train_normal_0750_strenght_1_ambient.wav,02,source,train,normal,0.01479505654424429,0.11122360473242812,1704.7814601469806,1829.2934493767314,3718.9996006389774,0.05385379493236542
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0623_strenght_1_ambient.wav,section_02_source_train_normal_0623_strenght_1_ambient.wav,02,source,train,normal,0.01478030625730753,0.14144400209664537,2166.459396985202,2174.667125014697,4998.65215654952,0.07883623987436295
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0016_strenght_1_big_ambient.wav,section_01_source_train_normal_0016_strenght_1_big_ambient.wav,01,source,train,normal,0.020506829023361206,0.11806266224041534,1717.378800053339,1823.378911076005,3741.9378993610226,0.05619444698095322
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0195_strength_1_ambient.wav,section_00_source_train_normal_0195_strength_1_ambient.wav,00,source,train,normal,0.014733935706317425,0.08753650409345048,1561.4974639688473,1824.1309280627424,3518.9446884984027,0.03343019634485245
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0789_strength_1_ambient.wav,section_00_source_train_normal_0789_strength_1_ambient.wav,00,source,train,normal,0.014879751019179821,0.14503981130191693,2243.147985571089,2271.62449998117,5356.729233226837,0.07338894158601761
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0777_strenght_1_big_ambient.wav,section_01_source_train_normal_0777_strenght_1_big_ambient.wav,01,source,train,normal,0.02042238414287567,0.10908171924920128,1815.0768767621,1990.1852773273336,4168.455471246007,0.057403843849897385
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0200_strength_1_ambient.wav,section_00_source_train_normal_0200_strength_1_ambient.wav,00,source,train,normal,0.014897173270583153,0.09776857028753994,1473.222772409766,1630.2719644362953,3121.730231629393,0.03216792270541191
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0373_strength_1_ambient.wav,section_00_source_train_normal_0373_strength_1_ambient.wav,00,source,train,normal,0.014767143875360489,0.11944794578674121,1951.0403748684803,2064.009002279839,4471.919928115016,0.0708073228597641
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0992_strength_1_ambient.wav,section_00_source_train_normal_0992_strength_1_ambient.wav,00,source,train,normal,0.01465771533548832,0.07643863568290735,1365.9227351427871,1722.9716791821756,2950.079872204473,0.025258788838982582
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0139_strenght_1_ambient.wav,section_02_source_train_normal_0139_strenght_1_ambient.wav,02,source,train,normal,0.014805997721850872,0.11608301717252396,1759.136281057275,1869.5289228595227,3882.912340255591,0.05881006643176079
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0725_strenght_1_ambient.wav,section_02_source_train_normal_0725_strenght_1_ambient.wav,02,source,train,normal,0.014698110520839691,0.15353871305910544,2385.198604489038,2348.8113486387538,5646.690295527156,0.0947180688381195
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0656_strenght_1_ambient.wav,section_02_source_train_normal_0656_strenght_1_ambient.wav,02,source,train,normal,0.014857599511742592,0.11377109125399361,1690.3926075872967,1818.6507933572054,3695.212659744409,0.05347103998064995
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0307_strenght_1_big_ambient.wav,section_01_source_train_normal_0307_strenght_1_big_ambient.wav,01,source,train,normal,0.0204858910292387,0.20640724840255592,2893.8295161511264,2415.1101391187863,6086.361821086262,0.14797097444534302
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0838_strenght_1_ambient.wav,section_02_source_train_normal_0838_strenght_1_ambient.wav,02,source,train,normal,0.014847769401967525,0.09634896665335463,1650.850041157982,1944.9375479410405,3860.098841853035,0.038646623492240906
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0275_strength_1_ambient.wav,section_00_source_train_normal_0275_strength_1_ambient.wav,00,source,train,normal,0.014721197076141834,0.1658299845247604,2410.738599363979,2367.004047645655,5758.012180511182,0.09373938292264938
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0466_strenght_1_big_ambient.wav,section_01_source_train_normal_0466_strenght_1_big_ambient.wav,01,source,train,normal,0.02045581489801407,0.10909887929313099,1636.7295313925351,1784.4070430633965,3587.60982428115,0.04887492582201958
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0306_strength_1_ambient.wav,section_00_source_train_normal_0306_strength_1_ambient.wav,00,source,train,normal,0.014738957397639751,0.09755796974840256,1506.580787587509,1685.998701120763,3244.5337460063897,0.035213250666856766
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0093_strength_1_ambient.wav,section_00_source_train_normal_0093_strength_1_ambient.wav,00,source,train,normal,0.014754414558410645,0.3142752845447284,2951.1615214849726,2153.171556987024,5619.733426517572,0.31159698963165283
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0469_strength_1_ambient.wav,section_00_source_train_normal_0469_strength_1_ambient.wav,00,source,train,normal,0.014844956807792187,0.1588458466453674,2317.4962832898605,2299.297071164349,5478.758985623003,0.0930776372551918
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0510_strenght_1_big_ambient.wav,section_01_source_train_normal_0510_strenght_1_big_ambient.wav,01,source,train,normal,0.020457515493035316,0.11626085762779553,1882.1744877923813,2017.8948805089783,4293.455471246007,0.0653015747666359
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0953_strength_1_ambient.wav,section_00_source_train_normal_0953_strength_1_ambient.wav,00,source,train,normal,0.01480143703520298,0.15735916283945686,2424.0658241795313,2285.3151288051613,5436.72623801917,0.09446251392364502
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0820_strength_1_ambient.wav,section_00_source_train_normal_0820_strength_1_ambient.wav,00,source,train,normal,0.014774017967283726,0.10193690095846646,1622.061767376623,1786.4227776697735,3591.9279153354632,0.04261128231883049
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0271_strenght_1_big_ambient.wav,section_01_source_train_normal_0271_strenght_1_big_ambient.wav,01,source,train,normal,0.020571604371070862,0.10339862470047924,1577.2096658703897,1723.5695643560562,3411.7661741214056,0.0395892895758152
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0697_strenght_1_ambient.wav,section_02_source_train_normal_0697_strenght_1_ambient.wav,02,source,train,normal,0.014785701408982277,0.08959882937300319,1607.9295311723777,1918.5301850045098,3766.3238817891374,0.034246236085891724
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0502_strenght_1_ambient.wav,section_02_source_train_normal_0502_strenght_1_ambient.wav,02,source,train,normal,0.014597799628973007,0.16193309454872204,2489.7242002770254,2420.841375919414,5903.279752396166,0.10252536088228226
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0471_strenght_1_ambient.wav,section_02_source_train_normal_0471_strenght_1_ambient.wav,02,source,train,normal,0.014852508902549744,0.10948420027955272,1683.7479120151704,1824.5559750181733,3690.045926517572,0.051255594938993454
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0052_strength_1_ambient.wav,section_00_source_train_normal_0052_strength_1_ambient.wav,00,source,train,normal,0.014726568944752216,0.16178333416533547,2386.859674802845,2329.7278262931236,5597.469049520767,0.10059943795204163
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0121_strength_1_ambient.wav,section_00_source_train_normal_0121_strength_1_ambient.wav,00,source,train,normal,0.014829532243311405,0.10817379692492013,1677.315136149281,1801.2106115185913,3670.302515974441,0.04780544340610504
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0159_strenght_1_big_ambient.wav,section_01_source_train_normal_0159_strenght_1_big_ambient.wav,01,source,train,normal,0.020578689873218536,0.10351718500399361,1700.3432905755517,1898.6098085664407,3843.8748003194887,0.04485814645886421
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0832_strenght_1_ambient.wav,section_02_source_train_normal_0832_strenght_1_ambient.wav,02,source,train,normal,0.014839718118309975,0.09702444838258786,1689.5485052628585,1953.5042897355713,3928.189896166134,0.04087522625923157
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0941_strenght_1_ambient.wav,section_02_source_train_normal_0941_strenght_1_ambient.wav,02,source,train,normal,0.014746792614459991,0.16179425419329074,2339.9283409836053,2273.8637971121525,5479.45786741214,0.08936401456594467
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0685_strength_1_ambient.wav,section_00_source_train_normal_0685_strength_1_ambient.wav,00,source,train,normal,0.014856239780783653,0.09958597494009584,1521.6541874395596,1706.074800012564,3302.815495207668,0.036608971655368805
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0638_strenght_1_big_ambient.wav,section_01_source_train_normal_0638_strenght_1_big_ambient.wav,01,source,train,normal,0.020311016589403152,0.14477929063498401,2183.060291342201,2227.6808616069848,5238.143969648562,0.0647413358092308
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0463_strength_1_ambient.wav,section_00_source_train_normal_0463_strength_1_ambient.wav,00,source,train,normal,0.014827867038547993,0.09787777056709265,1549.2669902054809,1720.8243630387078,3356.8041134185305,0.03781040385365486
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0099_strength_1_ambient.wav,section_00_source_train_normal_0099_strength_1_ambient.wav,00,source,train,normal,0.014693199656903744,0.12841796875,1831.4003093735919,1948.9068370708228,4058.7310303514378,0.056123558431863785
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0510_strength_1_ambient.wav,section_00_source_train_normal_0510_strength_1_ambient.wav,00,source,train,normal,0.014650661498308182,0.16405625998402557,2331.5135409832246,2286.555525723254,5481.779153354632,0.08776193857192993
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0998_strength_1_ambient.wav,section_00_source_train_normal_0998_strength_1_ambient.wav,00,source,train,normal,0.014608253724873066,0.06131283696086262,1261.2839989749539,1715.6092628047454,2873.8019169329073,0.01475030742585659
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0491_strenght_1_big_ambient.wav,section_01_source_train_normal_0491_strenght_1_big_ambient.wav,01,source,train,normal,0.020590025931596756,0.19815950728833867,2858.6943287520644,2394.980761255823,5958.81589456869,0.13685496151447296
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0244_strenght_1_big_ambient.wav,section_01_source_train_normal_0244_strenght_1_big_ambient.wav,01,source,train,normal,0.02045711874961853,0.1627208965654952,2400.9633254653027,2311.3464604125925,5608.60123801917,0.09093330800533295
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0133_strenght_1_ambient.wav,section_02_source_train_normal_0133_strenght_1_ambient.wav,02,source,train,normal,0.014791843481361866,0.15225638977635783,2236.5963680124605,2214.962429276787,5225.389376996805,0.0809631496667862
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0040_strenght_1_ambient.wav,section_02_source_train_normal_0040_strenght_1_ambient.wav,02,source,train,normal,0.014809416607022285,0.15865552615814696,2376.5185441778813,2312.466682905476,5573.357627795527,0.09332384169101715
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0525_strenght_1_big_ambient.wav,section_01_source_train_normal_0525_strenght_1_big_ambient.wav,01,source,train,normal,0.02047174610197544,0.10499450878594249,1597.676243622847,1734.843028845906,3451.22803514377,0.04261200129985809
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0980_strenght_1_ambient.wav,section_02_source_train_normal_0980_strenght_1_ambient.wav,02,source,train,normal,0.01493858639150858,0.1288266897963259,1869.3887570560487,1938.8134083058387,4104.183306709265,0.06889254599809647
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0286_strenght_1_big_ambient.wav,section_01_source_train_normal_0286_strenght_1_big_ambient.wav,01,source,train,normal,0.020483504980802536,0.09581544528753994,1494.7108121156573,1674.0968061860062,3209.864217252396,0.03326582536101341
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0453_strenght_1_big_ambient.wav,section_01_source_train_normal_0453_strenght_1_big_ambient.wav,01,source,train,normal,0.020523833110928535,0.2577968999600639,2499.755695282312,1917.0806040982568,4632.063698083067,0.13598759472370148
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0058_strength_1_ambient.wav,section_00_source_train_normal_0058_strength_1_ambient.wav,00,source,train,normal,0.014764182269573212,0.13577806759185304,2345.5082995709854,2391.5920755292427,5666.733226837061,0.07506278157234192
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0838_strenght_1_big_ambient.wav,section_01_source_train_normal_0838_strenght_1_big_ambient.wav,01,source,train,normal,0.020465807989239693,0.14823313947683706,2294.0508278481097,2327.5607357772046,5543.5303514377,0.0771375298500061
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0644_strength_1_ambient.wav,section_00_source_train_normal_0644_strength_1_ambient.wav,00,source,train,normal,0.014706597663462162,0.15593955920527156,2276.04392473719,2291.0401358052363,5468.650159744409,0.07965367287397385
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0332_strenght_1_big_ambient.wav,section_01_source_train_normal_0332_strenght_1_big_ambient.wav,01,source,train,normal,0.02055816911160946,0.15019718450479233,2224.3679509421177,2238.8744667530605,5272.414137380191,0.0714901015162468
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0737_strength_1_ambient.wav,section_00_source_train_normal_0737_strength_1_ambient.wav,00,source,train,normal,0.014727316796779633,0.3199287390175719,3077.4660433452987,2204.53936903549,5876.272963258786,0.15609830617904663
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0959_strength_1_ambient.wav,section_00_source_train_normal_0959_strength_1_ambient.wav,00,source,train,normal,0.01481369324028492,0.10741563498402557,1737.3544082453284,1903.2583764150268,3881.9139376996804,0.04998182877898216
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0314_strenght_1_ambient.wav,section_02_source_train_normal_0314_strenght_1_ambient.wav,02,source,train,normal,0.014809754677116871,0.19313629442891375,2557.3314793522527,2274.969267504842,5567.991214057508,0.1415625661611557
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0267_strenght_1_ambient.wav,section_02_source_train_normal_0267_strenght_1_ambient.wav,02,source,train,normal,0.014842892996966839,0.14342832717651757,2084.2552469516977,2091.412465094016,4679.338059105431,0.09706873446702957
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0508_strenght_1_ambient.wav,section_02_source_train_normal_0508_strenght_1_ambient.wav,02,source,train,normal,0.014744523912668228,0.09251759684504793,1469.1564598101832,1726.7405247272,3180.511182108626,0.03515636548399925
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0081_strenght_1_ambient.wav,section_02_source_train_normal_0081_strenght_1_ambient.wav,02,source,train,normal,0.01363395806401968,0.1639688997603834,1983.3795878509106,1875.2251673864216,4079.198282747604,0.10677878558635712
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0742_strenght_1_big_ambient.wav,section_01_source_train_normal_0742_strenght_1_big_ambient.wav,01,source,train,normal,0.02058149129152298,0.10912383935702875,1688.0632261049122,1806.9813153889193,3713.6082268370606,0.04899519309401512
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0197_strenght_1_big_ambient.wav,section_01_source_train_normal_0197_strenght_1_big_ambient.wav,01,source,train,normal,0.02045327052474022,0.11267284844249201,1692.1839652030042,1938.09673878572,3857.353234824281,0.03879572078585625
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0886_strenght_1_ambient.wav,section_02_source_train_normal_0886_strenght_1_ambient.wav,02,source,train,normal,0.014798368327319622,0.11741838059105432,1868.707888223923,2005.3945881421532,4194.438897763578,0.06829140335321426
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0023_strenght_1_big_ambient.wav,section_01_source_train_normal_0023_strenght_1_big_ambient.wav,01,source,train,normal,0.020397987216711044,0.10161554013578275,1707.1887564107867,1888.3735897274332,3823.457468051118,0.04342115297913551
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0631_strength_1_ambient.wav,section_00_source_train_normal_0631_strength_1_ambient.wav,00,source,train,normal,0.014722388237714767,0.1550441169129393,2338.938902739942,2280.0121131975584,5339.531749201278,0.10919072479009628
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0742_strength_1_ambient.wav,section_00_source_train_normal_0742_strength_1_ambient.wav,00,source,train,normal,0.014771037735044956,0.05978559305111821,1250.5829144876127,1724.3256840118922,2868.535343450479,0.014538094401359558
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0980_strenght_1_big_ambient.wav,section_01_source_train_normal_0980_strenght_1_big_ambient.wav,01,source,train,normal,0.02047279104590416,0.1028136232028754,1714.897542708371,1910.1795910071055,3880.9654552715656,0.0468301847577095
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0187_strenght_1_ambient.wav,section_02_source_train_normal_0187_strenght_1_ambient.wav,02,source,train,normal,0.014826856553554535,0.1894702850439297,2198.7425212942603,1957.5706372392106,4484.275159744409,0.13142329454421997
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0834_strenght_1_big_ambient.wav,section_01_source_train_normal_0834_strenght_1_big_ambient.wav,01,source,train,normal,0.019494369626045227,0.16407810003993611,1956.9490004487488,1864.4646668290138,3984.5497204472845,0.09616358578205109
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0361_strenght_1_ambient.wav,section_02_source_train_normal_0361_strenght_1_ambient.wav,02,source,train,normal,0.014845328405499458,0.17103883785942492,2427.884982758328,2329.019707876865,5671.400758785942,0.10567472130060196
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0212_strenght_1_ambient.wav,section_02_source_train_normal_0212_strenght_1_ambient.wav,02,source,train,normal,0.014800242148339748,0.1387779552715655,2212.12639546536,2213.891925142979,5190.39536741214,0.06504831463098526
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0847_strenght_1_ambient.wav,section_02_source_train_normal_0847_strenght_1_ambient.wav,02,source,train,normal,0.014833778142929077,0.11137648512380191,1680.8935079424755,1817.7239509724957,3678.3646166134185,0.05249014124274254
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_02_source_train_normal_0934_strenght_1_ambient.wav,section_02_source_train_normal_0934_strenght_1_ambient.wav,02,source,train,normal,0.014817432500422001,0.16875499201277955,2435.4988761437944,2313.4291602926396,5621.0063897763575,0.10416713356971741
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0942_strenght_1_big_ambient.wav,section_01_source_train_normal_0942_strenght_1_big_ambient.wav,01,source,train,normal,0.02041463740170002,0.2315841528554313,2319.0607912523983,1809.2317424472526,4266.773162939297,0.14868776500225067
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0248_strenght_1_big_ambient.wav,section_01_source_train_normal_0248_strenght_1_big_ambient.wav,01,source,train,normal,0.02038765326142311,0.17235392122603835,2504.5416210719386,2360.383728230518,5768.121006389776,0.10403264313936234
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0416_strength_1_ambient.wav,section_00_source_train_normal_0416_strength_1_ambient.wav,00,source,train,normal,0.01478347834199667,0.09787621056309904,1491.619124607241,1659.3465313590868,3188.3985623003196,0.033553022891283035
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0565_strength_1_ambient.wav,section_00_source_train_normal_0565_strength_1_ambient.wav,00,source,train,normal,0.014636142179369926,0.11271964856230032,1767.9282379464262,1909.922088662919,3941.393769968051,0.05301612615585327
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0379_strength_1_ambient.wav,section_00_source_train_normal_0379_strength_1_ambient.wav,00,source,train,normal,0.014729935675859451,0.13965623751996806,2217.4096946346117,2310.0186354081047,5435.478234824282,0.07027463614940643
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_01_source_train_normal_0529_strenght_1_big_ambient.wav,section_01_source_train_normal_0529_strenght_1_big_ambient.wav,01,source,train,normal,0.020575305446982384,0.08508417781549521,1573.8425559814366,1930.43169953201,3789.0625,0.029863156378269196
/Applications/FAU/Application/Akustische_industriellen_Kontexten/data/dev_data_fan/train/section_00_source_train_normal_0783_strength_1_ambient.wav,section_00_source_train_normal_0783_strength_1_ambient.wav,00,source,train,normal,0.014840006828308105,0.34244739666533547,3109.091670503003,2078.316296587044,5533.870806709265,0.3423269987106323
